date,q_load,q_pv,q_source,soc0_actual,soc24_actual,purchase_kwh,plan_cost,emergency_kwh,emergency_cost,total_cost,curtail_kwh,n_simultaneous_plan,max_unserved_kwh
2025-02-19,0.8,0.2,fixed,2049.8699325555563,1803.1163969259273,83920.647944,52706.2894096686,0.0,0.0,52706.2894096686,7333.016817316875,0,0.0
2025-02-20,0.8,0.2,fixed,1803.1163969259273,2396.4214086296283,85476.96456,53748.1550221217,0.0,0.0,53748.1550221217,9980.505992786018,0,0.0
2025-02-21,0.8,0.2,fixed,2396.4214086296283,2597.3549181111107,38726.842031,20632.7428153808,0.0,0.0,20632.7428153808,9763.211707090539,0,0.0
2025-02-22,0.8,0.2,fixed,2597.3549181111107,2479.092795111111,37041.826918,19779.673924041203,0.0,0.0,19779.673924041203,6287.789028246911,0,0.0
2025-02-23,0.8,0.2,fixed,2479.092795111111,1959.8041487037058,82466.91852400001,51881.9711964181,0.0,0.0,51881.9711964181,7696.632060769547,0,0.0
2025-02-24,0.8,0.2,fixed,1959.8041487037058,2027.002468407409,82163.4513937,51335.762879150236,0.0,0.0,51335.762879150236,10353.28164044486,0,0.0
2025-02-25,0.8,0.2,fixed,2027.002468407409,1636.7743960370383,80347.83725859999,50004.89062816667,8.32169533333331,37.859552918999896,50042.75018108567,11440.527107032105,0,0.0
2025-02-26,0.8,0.2,fixed,1636.7743960370383,2148.024589000001,80467.38154840001,50016.51176613354,0.0,0.0,50016.51176613354,7388.501245408236,0,0.0
2025-02-27,0.8,0.2,fixed,2148.024589000001,2151.8679904444475,80340.32907499999,50093.849810944,0.0,0.0,50093.849810944,9259.410681168732,0,0.0
2025-02-28,0.8,0.2,fixed,2151.8679904444475,2353.175471814817,36826.0162048,19556.89501725644,0.0,0.0,19556.89501725644,10225.644576816467,0,0.0
2025-03-01,0.8,0.2,fixed,2353.175471814817,2276.1708659629626,35747.220323,18960.9078214725,0.0,0.0,18960.9078214725,9282.864574596708,0,0.0
2025-03-02,0.8,0.2,fixed,2276.1708659629626,1446.8597508888893,77704.514463,48343.815907711105,534.8077560666667,3681.4771856026337,52025.29309331374,2588.7593376131663,0,0.0
2025-03-03,0.8,0.2,fixed,1446.8597508888893,1638.3047979333346,78417.776053,48486.4557798948,0.0,0.0,48486.4557798948,1710.1726625925999,0,0.0
2025-03-04,0.8,0.2,fixed,1638.3047979333346,1635.5317861851838,77973.64789079,48258.48286196991,0.0,0.0,48258.48286196991,4718.2765156994665,0,0.0
2025-03-05,0.8,0.2,fixed,1635.5317861851838,1878.4863225925926,79656.8777783,49294.39921801869,0.0,0.0,49294.39921801869,9573.525511665433,0,0.0
2025-03-06,0.8,0.2,fixed,1878.4863225925926,2013.1093568518547,80387.7728802,50099.29049582608,0.0,0.0,50099.29049582608,10616.271688102888,0,0.0
2025-03-07,0.8,0.2,fixed,2013.1093568518547,2385.3391041481473,35489.617788999996,18829.5154542793,0.0,0.0,18829.5154542793,11303.505720176958,0,0.0
